"date","issue_number","category","circulation","temporal"
"1848-03-06","5079","artikel","Landelijk","Dag"
"1850-10-14","123","artikel","Regionaal/lokaal","Dag"
"1840-05-30","2673","artikel","Landelijk","Dag"
"1859-01-27","3566","artikel","Landelijk","Dag"
"1860-09-06","72","artikel","Regionaal/lokaal","Dag"
"1850-03-19","55","artikel","Regionaal/lokaal","Dag"
"1843-06-29","78","artikel","Regionaal/lokaal","Dag"
"1849-12-28","416","artikel","Regionaal/lokaal","Dag"
"1860-07-13","4009","artikel","Landelijk","Dag"
"1859-07-23","88","artikel","Regionaal/lokaal","Dag"
"1860-05-01","51","artikel","Regionaal/lokaal","Dag"
"1859-03-31","39","artikel","Regionaal/lokaal","Dag"
"1851-04-24","33","artikel","Regionaal/lokaal","Dag"
"1858-10-23","125","artikel","Regionaal/lokaal","Dag"
"1857-09-03","106","artikel","Regionaal/lokaal","Dag"
"1850-02-13","860","artikel","Landelijk","Dag"
"1858-12-24","3540","artikel","Landelijk","Dag"
"1859-12-29","156","artikel","Regionaal/lokaal","Dag"
"1859-03-25","3615","artikel","Landelijk","Dag"
"1848-11-11","72","artikel","Regionaal/lokaal","Middag"
"1848-05-23","41","artikel","Regionaal/lokaal","Dag"
"1852-11-20","275","artikel","Regionaal/lokaal","Dag"
"1860-10-26","4098","artikel","Landelijk","Dag"
"1855-08-22","198","artikel","Landelijk","Dag"
"1856-09-16","220","artikel","Landelijk","Dag"
"1857-11-06","263","artikel","Regionaal/lokaal","Dag"
"1858-08-30","203","artikel","Regionaal/lokaal","Dag"
"1858-12-09","147","artikel","Regionaal/lokaal","Dag"
"1858-09-09","108","artikel","Regionaal/lokaal","Dag"
"1854-01-09","4","artikel","Regionaal/lokaal","Dag"
"1848-07-31","5204","artikel","Landelijk","Dag"
"1860-11-09","268","artikel","Regionaal/lokaal","Dag"
"1860-05-15","115","artikel","Landelijk","Dag"
"1849-09-20","225","artikel","Landelijk","Dag"
"1843-06-26","76","artikel","Regionaal/lokaal","Dag"
"1857-12-18","299","artikel","Regionaal/lokaal","Dag"
"1854-08-10","7072","artikel","Landelijk","Dag"
"1850-03-29","76","artikel","Landelijk","Dag"
"1852-04-06","119","artikel","Verenigde Staten","Dag"
"1843-11-02","131","artikel","Regionaal/lokaal","Dag"
"1843-11-09","134","artikel","Regionaal/lokaal","Dag"
"1846-07-04","158","artikel","Landelijk","Dag"
"1860-02-11","36","artikel","Nederlands-Indië / Indonesië","Dag"
"1848-04-06","83","artikel","Landelijk","Dag"
"1842-03-02","44","artikel","Regionaal/lokaal","Dag"
"1859-12-31","156","artikel","Regionaal/lokaal","Dag"
"1851-04-11","29","artikel","Regionaal/lokaal","Dag"
"1856-03-20","35","artikel","Regionaal/lokaal","Dag"
"1859-07-21","169","artikel","Regionaal/lokaal","Dag"
"1850-10-29","212","artikel","Regionaal/lokaal","Dag"
"1858-05-22","119","artikel","Regionaal/lokaal","Dag"
"1847-11-13","271","artikel","Landelijk","Dag"
"1852-10-18","246","artikel","Regionaal/lokaal","Dag"
"1841-01-03","1","artikel","Regionaal/lokaal","Dag"
"1849-06-07","65","artikel","Regionaal/lokaal","Dag"
"1852-11-18","6535","artikel","Landelijk","Dag"
"1846-03-02","52","artikel","Landelijk","Dag"
"1856-11-27","280","artikel","Regionaal/lokaal","Dag"
"1854-02-27","25","artikel","Regionaal/lokaal","Dag"
"1848-04-07","42","artikel","Regionaal/lokaal","Dag"
"1851-02-02","29","artikel","Landelijk","Dag"
"1844-05-30","65","artikel","Regionaal/lokaal","Dag"
"1856-08-29","205","artikel","Landelijk","Dag"
"1858-09-04","208","artikel","Regionaal/lokaal","Dag"
"1860-07-20","4015","artikel","Landelijk","Dag"
"1860-09-07","211","artikel","Regionaal/lokaal","Dag"
"1853-07-21","170","artikel","Landelijk","Dag"
"1856-07-30","179","artikel","Landelijk","Dag"
"1849-01-26","22","artikel","Landelijk","Dag"
"1851-02-28","17","artikel","Regionaal/lokaal","Dag"
"1859-09-03","105","artikel","Regionaal/lokaal","Dag"
"1852-06-20","169","artikel","Landelijk","Dag"
"1852-09-02","1631","artikel","Landelijk","Dag"
"1850-07-30","","artikel","Regionaal/lokaal","Dag"
"1850-05-25","100","artikel","Regionaal/lokaal","Dag"
"1859-12-26","154","artikel","Regionaal/lokaal","Dag"
"1859-05-27","3668","artikel","Landelijk","Dag"
"1860-03-27","37","artikel","Regionaal/lokaal","Dag"
"1860-08-28","101","artikel","Regionaal/lokaal","Dag"
"1853-08-02","180","artikel","Landelijk","Dag"
"1853-09-04","244","artikel","Landelijk","Dag"
"1855-07-15","85","artikel","Regionaal/lokaal","Dag"
"1855-04-12","87","artikel","Landelijk","Dag"
"1860-10-29","258","artikel","Regionaal/lokaal","Dag"
"1841-07-06","129","artikel","Regionaal/lokaal","Dag"
"1844-03-26","38","artikel","Regionaal/lokaal","Dag"
"1841-10-21","126","artikel","Regionaal/lokaal","Dag"
"1855-02-10","2369","artikel","Landelijk","Dag"
"1841-08-27","3059","artikel","Landelijk","Dag"
"1856-04-18","7598","artikel","Landelijk","Dag"
"1855-10-13","243","artikel","Landelijk","Dag"
"1851-09-25","1347","artikel","Landelijk","Dag"
"1849-10-10","199","artikel","Regionaal/lokaal","Dag"
"1854-09-03","71","artikel","Regionaal/lokaal","Dag"
"1860-01-21","18","artikel","Regionaal/lokaal","Dag"
"1856-07-04","2791","artikel","Landelijk","Dag"
"1858-05-11","110","artikel","Regionaal/lokaal","Dag"
"1858-06-19","142","artikel","Regionaal/lokaal","Dag"
"1859-01-06","5","artikel","Regionaal/lokaal","Dag"
"1860-12-27","308","artikel","Regionaal/lokaal","Dag"
"1859-05-16","114","artikel","Regionaal/lokaal","Dag"
"1845-04-15","44","artikel","Regionaal/lokaal","Dag"
"1860-06-01","8876","artikel","Landelijk","Dag"
"1860-12-13","294","artikel","Regionaal/lokaal","Dag"
"1860-05-02","103","artikel","Regionaal/lokaal","Dag"
"1852-02-18","49","artikel","Landelijk","Dag"
"1858-04-26","115","artikel","Landelijk","Dag"
"1854-08-21","2225","artikel","Landelijk","Dag"
"1843-01-06","3","artikel","Regionaal/lokaal","Dag"
"1848-01-23","16","artikel","Regionaal/lokaal","Dag"
"1859-05-02","3646","artikel","Landelijk","Dag"
"1859-11-28","280","artikel","Regionaal/lokaal","Dag"
"1856-04-17","92","artikel","Landelijk","Dag"
"1859-09-06","8646","artikel","Landelijk","Dag"
"1856-04-25","50","artikel","Regionaal/lokaal","Dag"
"1848-03-04","29","artikel","Regionaal/lokaal","Dag"
"1851-06-29","172","artikel","Landelijk","Dag"
"1859-02-03","28","artikel","Regionaal/lokaal","Dag"
"1846-03-25","72","artikel","Landelijk","Dag"
"1859-12-20","3839","artikel","Landelijk","Dag"
"1849-11-08","130","artikel","Regionaal/lokaal","Dag"
"1848-03-18","5090","artikel","Landelijk","Dag"
"1849-05-04","218","artikel","Regionaal/lokaal","Dag"
"1852-06-14","163","artikel","Landelijk","Dag"
"1851-11-05","1381","artikel","Landelijk","Dag"
"1856-10-21","250","artikel","Landelijk","Dag"
"1860-10-24","251","artikel","Regionaal/lokaal","Dag"
"1859-07-19","167","artikel","Regionaal/lokaal","Dag"
"1859-07-30","177","artikel","Regionaal/lokaal","Dag"
"1858-02-01","8151","artikel","Landelijk","Dag"
"1857-06-27","75","artikel","Regionaal/lokaal","Dag"
"1859-04-01","3620","artikel","Landelijk","Dag"
"1842-10-25","129","artikel","Regionaal/lokaal","Dag"
"1849-02-06","144","artikel","Regionaal/lokaal","Dag"
"1851-07-08","79","artikel","Regionaal/lokaal","Dag"
"1848-09-30","36","artikel","Regionaal/lokaal","Middag"
"1848-04-09","86","artikel","Landelijk","Dag"
"1856-08-26","101","artikel","Regionaal/lokaal","Dag"
"1858-07-17","3404","artikel","Landelijk","Dag"
"1859-08-20","3736","artikel","Landelijk","Dag"
"1859-08-18","193","artikel","Regionaal/lokaal","Dag"
"1856-05-14","112","artikel","Regionaal/lokaal","Dag"
"1860-07-21","171","artikel","Landelijk","Dag"
"1859-06-16","139","artikel","Regionaal/lokaal","Dag"
"1843-02-25","3525","artikel","Landelijk","Dag"
"1847-10-29","87","artikel","Regionaal/lokaal","Dag"
"1847-05-30","126","artikel","Landelijk","Dag"
"1851-11-29","1402","artikel","Landelijk","Dag"
"1853-12-06","","artikel","Regionaal/lokaal","Dag"
"1860-04-13","89","artikel","Regionaal/lokaal","Dag"
"1849-05-07","109","artikel","Landelijk","Dag"
"1849-02-12","555","artikel","Landelijk","Dag"
"1853-11-08","142","artikel","Landelijk","Dag"
"1853-05-19","61","artikel","Regionaal/lokaal","Dag"
"1860-08-28","204","artikel","Regionaal/lokaal","Dag"
"1845-09-01","104","artikel","Regionaal/lokaal","Dag"
"1845-08-16","96","artikel","Regionaal/lokaal","Dag"
"1849-02-23","24","artikel","Regionaal/lokaal","Dag"
"1849-05-06","106","artikel","Landelijk","Dag"
"1849-05-01","50","artikel","Regionaal/lokaal","Dag"
"1849-01-14","9","artikel","Regionaal/lokaal","Dag"
"1846-10-27","129","artikel","Regionaal/lokaal","Dag"
"1842-07-25","3340","artikel","Landelijk","Dag"
"1848-07-18","149","artikel","Regionaal/lokaal","Dag"
"1845-11-08","132","artikel","Regionaal/lokaal","Dag"
"1860-07-08","55","artikel","Regionaal/lokaal","Dag"
"1846-12-06","257","artikel","Regionaal/lokaal","Dag"
"1858-05-12","131","artikel","Landelijk","Dag"
"1858-06-03","128","artikel","Regionaal/lokaal","Dag"
"1844-03-08","3844","artikel","Landelijk","Dag"
"1860-05-03","36","artikel","Regionaal/lokaal","Dag"
"1849-02-10","554","artikel","Landelijk","Dag"
"1859-03-05","55","artikel","Regionaal/lokaal","Dag"
"1842-03-17","3232","artikel","Landelijk","Dag"
"1849-11-14","272","artikel","Landelijk","Dag"
"1846-06-26","51","artikel","Regionaal/lokaal","Dag"
"1850-10-10","88","artikel","Regionaal/lokaal","Middag"
"1846-03-30","76","artikel","Landelijk","Dag"
"1856-04-02","14","artikel","Nederlands-Indië / Indonesië","Dag"
"1860-07-19","171","artikel","Regionaal/lokaal","Dag"
"1844-01-13","8","artikel","Regionaal/lokaal","Dag"
"1860-07-23","171","artikel","Regionaal/lokaal","Dag"
"1846-04-19","90","artikel","Regionaal/lokaal","Dag"
"1853-11-11","145","artikel","Landelijk","Dag"
"1850-08-30","53","artikel","Regionaal/lokaal","Middag"
"1851-12-21","102","artikel","Regionaal/lokaal","Dag"
"1860-02-10","35","artikel","Landelijk","Dag"
"1844-07-20","3956","artikel","Landelijk","Dag"
"1849-01-09","526","artikel","Landelijk","Dag"
"1850-06-16","116","artikel","Regionaal/lokaal","Dag"
"1843-10-11","125","artikel","Regionaal/lokaal","Dag"
"1849-01-27","18","artikel","Regionaal/lokaal","Dag"
"1849-11-06","","artikel","Regionaal/lokaal","Dag"
"1857-12-14","3229","artikel","Landelijk","Dag"
"1844-09-24","113","artikel","Regionaal/lokaal","Dag"
"1846-06-09","135","artikel","Landelijk","Dag"
"1858-03-06","28","artikel","Regionaal/lokaal","Dag"
"1860-09-20","113","artikel","Regionaal/lokaal","Dag"
"1854-06-13","2169","artikel","Landelijk","Dag"
"1860-11-10","269","artikel","Regionaal/lokaal","Dag"
"1859-07-19","3709","artikel","Landelijk","Dag"
"1854-08-05","62","artikel","Regionaal/lokaal","Dag"
"1848-08-01","159","artikel","Regionaal/lokaal","Dag"
"1851-02-05","1154","artikel","Landelijk","Dag"
"1856-10-08","81","artikel","Regionaal/lokaal","Dag"
"1849-09-13","733","artikel","Landelijk","Dag"
"1843-11-17","92","artikel","Regionaal/lokaal","Dag"
"1860-05-30","3972","artikel","Landelijk","Dag"
"1856-07-04","158","artikel","Regionaal/lokaal","Dag"
"1853-10-10","1965","artikel","Landelijk","Dag"
"1856-07-04","2791","artikel","Landelijk","Dag"
"1856-10-25","43","artikel","Nederlandse Antillen","Dag"
"1860-11-08","264","artikel","Regionaal/lokaal","Dag"
"1845-08-26","","artikel","Regionaal/lokaal","Dag"
"1849-11-30","286","artikel","Landelijk","Dag"
"1841-09-24","3083","artikel","Landelijk","Dag"
"1851-05-04","36","artikel","Regionaal/lokaal","Dag"
"1841-06-22","74","artikel","Regionaal/lokaal","Dag"
"1854-01-31","6909","artikel","Landelijk","Dag"
"1849-06-13","250","artikel","Regionaal/lokaal","Dag"
"1847-04-07","42","artikel","Regionaal/lokaal","Dag"
"1858-09-15","217","artikel","Regionaal/lokaal","Dag"
"1859-08-20","8632","artikel","Landelijk","Dag"
"1860-02-04","15","artikel","Regionaal/lokaal","Dag"
"1860-08-14","8939","artikel","Landelijk","Dag"
"1852-11-20","6537","artikel","Landelijk","Dag"
"1853-10-02","233","artikel","Landelijk","Dag"
"1853-08-30","69","artikel","Regionaal/lokaal","Dag"
"1851-03-23","71","artikel","Landelijk","Dag"
"1854-10-03","116","artikel","Regionaal/lokaal","Dag"
"1858-04-17","8216","artikel","Landelijk","Dag"
"1842-03-25","3239","artikel","Landelijk","Dag"
"1846-12-07","4693","artikel","Landelijk","Dag"
"1857-10-22","249","artikel","Regionaal/lokaal","Dag"
"1857-08-22","198","artikel","Regionaal/lokaal","Dag"
"1858-06-07","131","artikel","Regionaal/lokaal","Dag"
"1845-07-31","91","artikel","Regionaal/lokaal","Dag"
"1849-03-03","54","artikel","Landelijk","Dag"
"1860-10-13","123","artikel","Regionaal/lokaal","Dag"
"1859-05-11","112","artikel","Regionaal/lokaal","Dag"
"1850-04-04","901","artikel","Landelijk","Dag"
"1850-06-01","105","artikel","Regionaal/lokaal","Dag"
"1858-01-20","17","artikel","Regionaal/lokaal","Dag"
"1856-07-28","175","artikel","Regionaal/lokaal","Dag"
"1856-08-23","198","artikel","Regionaal/lokaal","Dag"
"1849-08-15","158","artikel","Regionaal/lokaal","Dag"
"1840-05-17","59","artikel","Regionaal/lokaal","Dag"
"1841-02-09","27","artikel","Regionaal/lokaal","Dag"
"1848-05-31","65","artikel","Regionaal/lokaal","Dag"
"1851-02-01","14","artikel","Regionaal/lokaal","Dag"
"1848-03-02","45","artikel","Regionaal/lokaal","Dag"
"1848-11-11","136","artikel","Regionaal/lokaal","Dag"
"1851-04-26","49","artikel","Regionaal/lokaal","Dag"
"1860-07-19","84","artikel","Regionaal/lokaal","Dag"
"1859-10-24","250","artikel","Regionaal/lokaal","Dag"
"1851-10-20","1368","artikel","Landelijk","Dag"
"1851-03-03","1176","artikel","Landelijk","Dag"
"1856-05-28","125","artikel","Landelijk","Dag"
"1850-09-01","171","artikel","Regionaal/lokaal","Dag"
"1859-11-21","93","artikel","Nederlands-Indië / Indonesië","Dag"
"1859-06-01","130","artikel","Landelijk","Dag"
"1852-01-07","7","artikel","Landelijk","Dag"
"1856-05-16","2750","artikel","Landelijk","Dag"
"1852-03-08","58","artikel","Regionaal/lokaal","Dag"
"1855-02-23","7240","artikel","Landelijk","Dag"
"1855-02-25","49","artikel","Landelijk","Dag"
"1848-11-09","268","artikel","Landelijk","Dag"
"1860-09-14","4062","artikel","Landelijk","Dag"
"1857-12-24","154","artikel","Regionaal/lokaal","Dag"
"1859-05-04","106","artikel","Regionaal/lokaal","Dag"
"1843-11-18","138","artikel","Regionaal/lokaal","Dag"
"1849-03-22","34","artikel","Regionaal/lokaal","Dag"
"1849-06-26","667","artikel","Landelijk","Dag"
"1850-07-24","21","artikel","Regionaal/lokaal","Middag"
"1852-08-10","94","artikel","Regionaal/lokaal","Dag"
"1844-08-09","96","artikel","Landelijk","Dag"
"1849-11-06","89","artikel","Regionaal/lokaal","Dag"
"1860-08-18","197","artikel","Regionaal/lokaal","Dag"
"1857-11-11","267","artikel","Landelijk","Dag"
"1848-03-03","22","artikel","Regionaal/lokaal","Dag"
"1857-08-18","194","artikel","Regionaal/lokaal","Dag"
"1856-10-13","7747","artikel","Landelijk","Dag"
"1854-07-21","170","artikel","Regionaal/lokaal","Dag"
"1858-03-13","3302","artikel","Landelijk","Dag"
"1846-09-22","114","artikel","Regionaal/lokaal","Dag"
"1856-06-05","7637","artikel","Landelijk","Dag"
"1840-04-12","74","artikel","Regionaal/lokaal","Dag"
"1842-10-08","121","artikel","Regionaal/lokaal","Dag"
"1860-08-08","185","artikel","Regionaal/lokaal","Dag"
"1860-03-20","68","artikel","Regionaal/lokaal","Dag"
"1860-09-18","110","artikel","Regionaal/lokaal","Dag"
"1858-02-19","3283","artikel","Landelijk","Dag"
"1860-09-17","112","artikel","Regionaal/lokaal","Dag"
"1860-07-23","174","artikel","Regionaal/lokaal","Dag"
"1857-09-20","76","artikel","Regionaal/lokaal","Dag"
"1859-10-14","97","artikel","Regionaal/lokaal","Dag"
"1860-10-06","277","artikel","Landelijk","Dag"
"1843-02-03","3506","artikel","Landelijk","Dag"
"1851-02-03","29","artikel","Regionaal/lokaal","Dag"
"1850-07-29","25","artikel","Regionaal/lokaal","Middag"
"1860-12-27","308","artikel","Regionaal/lokaal","Dag"
"1860-02-28","50","artikel","Regionaal/lokaal","Dag"
"1860-02-11","18","artikel","Regionaal/lokaal","Dag"
"1844-08-14","98","artikel","Landelijk","Dag"
"1849-01-10","9","artikel","Landelijk","Dag"
"1843-08-01","91","artikel","Regionaal/lokaal","Dag"
"1859-01-14","8446","artikel","Landelijk","Dag"
"1859-07-04","157","artikel","Regionaal/lokaal","Dag"
"1859-06-23","145","artikel","Regionaal/lokaal","Dag"
"1859-11-17","3811","artikel","Landelijk","Dag"
"1859-06-04","130","artikel","Regionaal/lokaal","Dag"
"1851-12-30","354","artikel","Landelijk","Dag"
"1850-09-04","57","artikel","Regionaal/lokaal","Middag"
"1851-12-31","157","artikel","Regionaal/lokaal","Dag"
"1852-09-04","86","artikel","Regionaal/lokaal","Dag"
"1851-03-04","18","artikel","Regionaal/lokaal","Dag"
"1851-08-06","94","artikel","Regionaal/lokaal","Dag"
"1849-05-08","110","artikel","Landelijk","Dag"
"1860-11-01","258","artikel","Regionaal/lokaal","Dag"
"1847-04-16","4804","artikel","Landelijk","Dag"
"1860-01-13","11","artikel","Landelijk","Dag"
"1849-08-06","94","artikel","Regionaal/lokaal","Dag"
"1850-11-20","123","artikel","Regionaal/lokaal","Middag"
"1844-02-14","32","artikel","Regionaal/lokaal","Dag"
"1848-01-11","9","artikel","Landelijk","Dag"
"1849-01-28","8","artikel","Regionaal/lokaal","Dag"
"1849-04-21","46","artikel","Regionaal/lokaal","Dag"
"1850-04-09","905","artikel","Landelijk","Dag"
"1848-12-15","101","artikel","Regionaal/lokaal","Middag"
"1857-09-16","219","artikel","Regionaal/lokaal","Dag"
"1856-03-09","30","artikel","Regionaal/lokaal","Dag"
"1856-03-10","2696","artikel","Landelijk","Dag"
"1852-01-09","3","artikel","Regionaal/lokaal","Dag"
"1851-11-03","298","artikel","Landelijk","Dag"
"1852-04-17","46","artikel","Regionaal/lokaal","Dag"
"1851-02-22","8","artikel","Nederlandse Antillen","Dag"
"1858-05-28","3363","artikel","Landelijk","Dag"
"1840-10-15","124","artikel","Regionaal/lokaal","Dag"
"1850-11-09","135","artikel","Regionaal/lokaal","Dag"
"1860-05-30","125","artikel","Regionaal/lokaal","Dag"
"1848-03-23","39","artikel","Regionaal/lokaal","Dag"
"1845-10-14","242","artikel","Landelijk","Dag"
"1844-10-10","201","artikel","Regionaal/lokaal","Dag"
"1840-02-17","21","artikel","Regionaal/lokaal","Dag"
"1858-01-23","20","artikel","Regionaal/lokaal","Dag"
"1854-08-31","70","artikel","Regionaal/lokaal","Dag"
"1860-05-01","3950","artikel","Landelijk","Dag"
"1841-02-27","2905","artikel","Landelijk","Dag"
"1847-04-13","88","artikel","Landelijk","Dag"
"1849-06-09","653","artikel","Landelijk","Dag"
"1852-07-27","69","artikel","Regionaal/lokaal","Dag"
"1860-01-31","26","artikel","Regionaal/lokaal","Dag"
"1853-06-22","74","artikel","Regionaal/lokaal","Dag"
"1850-11-06","218","artikel","Regionaal/lokaal","Dag"
"1851-12-08","1410","artikel","Landelijk","Dag"
"1857-09-24","113","artikel","Regionaal/lokaal","Dag"
"1858-03-05","3295","artikel","Landelijk","Dag"
"1846-08-04","62","artikel","Regionaal/lokaal","Dag"
"1849-04-01","64","artikel","Regionaal/lokaal","Dag"
"1848-04-11","87","artikel","Regionaal/lokaal","Dag"
"1860-01-07","7","artikel","Landelijk","Dag"
"1859-06-09","3677","artikel","Landelijk","Dag"
"1841-08-01","91","artikel","Regionaal/lokaal","Dag"
"1841-12-04","239","artikel","Regionaal/lokaal","Dag"
"1851-06-19","143","artikel","Landelijk","Dag"
"1849-05-31","104","artikel","Regionaal/lokaal","Dag"
"1849-05-20","97","artikel","Regionaal/lokaal","Dag"
"1845-02-22","46","artikel","Landelijk","Dag"
"1849-03-06","28","artikel","Regionaal/lokaal","Dag"
"1847-03-11","4773","artikel","Landelijk","Dag"
"1851-05-26","63","artikel","Regionaal/lokaal","Dag"
"1849-10-29","772","artikel","Landelijk","Dag"
"1860-05-09","3957","artikel","Landelijk","Dag"
"1859-01-08","3550","artikel","Landelijk","Dag"
"1860-05-17","40","artikel","Regionaal/lokaal","Dag"
"1858-08-12","3426","artikel","Landelijk","Dag"
"1857-11-26","281","artikel","Regionaal/lokaal","Dag"
"1840-05-24","103","artikel","Regionaal/lokaal","Dag"
"1853-09-20","111","artikel","Regionaal/lokaal","Dag"
"1842-09-08","106","artikel","Regionaal/lokaal","Dag"
"1846-07-28","13","artikel","Landelijk","Dag"
"1848-03-17","33","artikel","Regionaal/lokaal","Dag"
"1841-11-09","3122","artikel","Landelijk","Dag"
"1848-07-25","5199","artikel","Landelijk","Dag"
"1840-03-31","65","artikel","Regionaal/lokaal","Dag"
